시도,시군구,자격별,성별,연령구분,신청자,1등급,2등급,3등급,4등급,5등급,인지지원등급,등급외A,등급외B,등급외C
전라남도,구례군,감경,남자,85세이상,81 ,*,*,12 ,42 ,17 ,*,0 ,0 ,0 
전라남도,구례군,감경,여자,65세미만,7 ,*,0 ,*,*,0 ,0 ,0 ,0 ,0 
전라남도,구례군,감경,여자,65-69세,6 ,0 ,0 ,*,*,*,0 ,0 ,0 ,0 
전라남도,구례군,감경,여자,70-74세,23 ,0 ,*,*,14 ,0 ,*,*,0 ,0 
전라남도,구례군,감경,여자,75-79세,75 ,7 ,*,15 ,34 ,10 ,*,0 ,0 ,0 
전라남도,구례군,감경,여자,80-84세,249 ,*,11 ,47 ,128 ,52 ,5 ,*,0 ,0 
전라남도,구례군,감경,여자,85세이상,413 ,9 ,34 ,85 ,206 ,65 ,9 ,*,0 ,0 
전라남도,고흥군,일반,남자,65세미만,6 ,0 ,*,*,0 ,0 ,0 ,*,*,0 
전라남도,고흥군,일반,남자,65-69세,34 ,0 ,*,*,5 ,*,0 ,*,6 ,*
전라남도,고흥군,일반,남자,70-74세,57 ,0 ,*,*,8 ,*,0 ,13 ,*,9 
전라남도,고흥군,일반,남자,75-79세,82 ,*,0 ,9 ,21 ,7 ,*,13 ,7 ,5 
전라남도,고흥군,일반,남자,80-84세,129 ,0 ,*,12 ,45 ,12 ,*,17 ,15 ,*
전라남도,고흥군,일반,남자,85세이상,167 ,0 ,6 ,21 ,60 ,11 ,*,15 ,13 ,*
전라남도,고흥군,일반,여자,65세미만,8 ,0 ,0 ,*,0 ,*,0 ,*,*,*
전라남도,고흥군,일반,여자,65-69세,46 ,*,*,*,8 ,0 ,*,5 ,*,*
전라남도,고흥군,일반,여자,70-74세,121 ,*,*,6 ,17 ,6 ,*,26 ,18 ,*
전라남도,고흥군,일반,여자,75-79세,181 ,0 ,*,12 ,36 ,7 ,*,45 ,34 ,5 
전라남도,고흥군,일반,여자,80-84세,354 ,0 ,*,27 ,107 ,28 ,8 ,54 ,37 ,9 
전라남도,고흥군,일반,여자,85세이상,453 ,*,13 ,62 ,157 ,46 ,5 ,43 ,37 ,5 
전라남도,고흥군,기초,남자,65세미만,32 ,0 ,*,6 ,6 ,*,*,*,*,*
전라남도,고흥군,기초,남자,65-69세,57 ,*,*,*,15 ,5 ,0 ,10 ,9 ,6 
전라남도,고흥군,기초,남자,70-74세,37 ,*,*,*,9 ,*,0 ,6 ,6 ,0 
전라남도,고흥군,기초,남자,75-79세,35 ,0 ,*,5 ,6 ,6 ,0 ,*,*,*
전라남도,고흥군,기초,남자,80-84세,23 ,0 ,*,*,11 ,6 ,0 ,*,*,0 
전라남도,고흥군,기초,남자,85세이상,27 ,0 ,0 ,5 ,17 ,*,0 ,0 ,*,0 
전라남도,고흥군,기초,여자,65세미만,22 ,*,*,*,*,*,0 ,*,*,0 
전라남도,고흥군,기초,여자,65-69세,32 ,0 ,*,*,10 ,*,*,8 ,*,0 
전라남도,고흥군,기초,여자,70-74세,41 ,0 ,*,*,14 ,0 ,*,*,*,*
전라남도,고흥군,기초,여자,75-79세,46 ,0 ,*,8 ,18 ,*,0 ,*,*,*
전라남도,고흥군,기초,여자,80-84세,87 ,0 ,*,11 ,41 ,9 ,*,*,8 ,*
전라남도,고흥군,기초,여자,85세이상,161 ,6 ,18 ,29 ,74 ,17 ,*,*,*,0 
전라남도,고흥군,의료,남자,70-74세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
전라남도,고흥군,의료,남자,75-79세,*,0 ,0 ,*,*,*,0 ,0 ,0 ,0 
전라남도,고흥군,의료,남자,80-84세,*,0 ,0 ,0 ,*,*,0 ,0 ,0 ,0 
전라남도,고흥군,의료,남자,85세이상,*,0 ,*,*,0 ,*,0 ,0 ,0 ,0 
전라남도,고흥군,의료,여자,65-69세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라남도,고흥군,의료,여자,70-74세,*,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,*
전라남도,고흥군,의료,여자,75-79세,6 ,0 ,0 ,0 ,*,*,0 ,0 ,0 ,0 
전라남도,고흥군,의료,여자,80-84세,9 ,0 ,*,*,5 ,*,0 ,0 ,0 ,0 
전라남도,고흥군,의료,여자,85세이상,57 ,*,*,9 ,27 ,5 ,0 ,*,0 ,0 
전라남도,고흥군,감경,남자,65세미만,11 ,*,0 ,*,5 ,0 ,*,*,*,0 
전라남도,고흥군,감경,남자,65-69세,26 ,0 ,*,*,14 ,*,0 ,0 ,0 ,0 
전라남도,고흥군,감경,남자,70-74세,53 ,*,*,9 ,27 ,7 ,*,*,0 ,0 
전라남도,고흥군,감경,남자,75-79세,83 ,*,*,12 ,44 ,10 ,*,*,*,0 
전라남도,고흥군,감경,남자,80-84세,163 ,*,16 ,22 ,75 ,32 ,8 ,0 ,0 ,0 
전라남도,고흥군,감경,남자,85세이상,243 ,7 ,13 ,39 ,133 ,36 ,6 ,*,*,*
전라남도,고흥군,감경,여자,65세미만,10 ,0 ,0 ,*,*,*,0 ,*,*,0 
전라남도,고흥군,감경,여자,65-69세,29 ,*,*,7 ,12 ,0 ,*,*,*,0 
전라남도,고흥군,감경,여자,70-74세,88 ,*,*,16 ,44 ,13 ,0 ,*,*,0 
전라남도,고흥군,감경,여자,75-79세,177 ,5 ,*,29 ,83 ,29 ,*,*,*,*
전라남도,고흥군,감경,여자,80-84세,530 ,10 ,16 ,94 ,295 ,72 ,14 ,5 ,5 ,0 
전라남도,고흥군,감경,여자,85세이상,1118 ,17 ,70 ,241 ,599 ,141 ,17 ,*,*,0 
전라남도,보성군,일반,남자,65세미만,9 ,0 ,0 ,0 ,*,0 ,0 ,5 ,*,*
전라남도,보성군,일반,남자,65-69세,22 ,0 ,0 ,*,*,*,0 ,5 ,*,*
전라남도,보성군,일반,남자,70-74세,37 ,*,*,6 ,9 ,*,0 ,*,5 ,*
전라남도,보성군,일반,남자,75-79세,58 ,*,0 ,5 ,19 ,7 ,*,7 ,*,*
전라남도,보성군,일반,남자,80-84세,96 ,0 ,*,9 ,32 ,10 ,*,15 ,7 ,*
전라남도,보성군,일반,남자,85세이상,109 ,*,*,17 ,39 ,14 ,*,7 ,6 ,*
전라남도,보성군,일반,여자,65세미만,12 ,*,0 ,*,0 ,0 ,0 ,7 ,0 ,0 
전라남도,보성군,일반,여자,65-69세,29 ,0 ,*,5 ,*,0 ,0 ,7 ,*,*
전라남도,보성군,일반,여자,70-74세,74 ,0 ,*,*,11 ,*,0 ,14 ,11 ,6 
전라남도,보성군,일반,여자,75-79세,145 ,*,*,11 ,25 ,10 ,*,20 ,16 ,*
전라남도,보성군,일반,여자,80-84세,234 ,*,6 ,19 ,84 ,21 ,*,21 ,21 ,5 
전라남도,보성군,일반,여자,85세이상,320 ,8 ,13 ,30 ,147 ,25 ,5 ,25 ,7 ,*
전라남도,보성군,기초,남자,65세미만,19 ,*,*,*,*,0 ,0 ,8 ,5 ,0 
전라남도,보성군,기초,남자,65-69세,30 ,0 ,*,*,9 ,*,*,*,*,*
전라남도,보성군,기초,남자,70-74세,18 ,0 ,0 ,0 ,*,*,0 ,*,*,*
전라남도,보성군,기초,남자,75-79세,18 ,*,0 ,*,*,*,*,*,*,*
전라남도,보성군,기초,남자,80-84세,14 ,0 ,0 ,*,7 ,*,0 ,*,0 ,0 
전라남도,보성군,기초,남자,85세이상,10 ,0 ,0 ,*,5 ,0 ,0 ,*,0 ,0 
전라남도,보성군,기초,여자,65세미만,7 ,*,0 ,*,*,*,0 ,0 ,*,0 
전라남도,보성군,기초,여자,65-69세,30 ,0 ,0 ,7 ,7 ,0 ,*,*,*,*
전라남도,보성군,기초,여자,70-74세,25 ,*,*,*,9 ,0 ,*,0 ,*,*
전라남도,보성군,기초,여자,75-79세,40 ,0 ,*,8 ,12 ,*,*,5 ,*,*
전라남도,보성군,기초,여자,80-84세,49 ,0 ,*,6 ,23 ,5 ,0 ,5 ,*,0 
전라남도,보성군,기초,여자,85세이상,83 ,*,*,17 ,31 ,7 ,*,*,5 ,0 
전라남도,보성군,의료,남자,70-74세,*,0 ,0 ,0 ,0 ,*,0 ,0 ,0 ,*
전라남도,보성군,의료,남자,75-79세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
전라남도,보성군,의료,남자,80-84세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라남도,보성군,의료,남자,85세이상,*,0 ,0 ,0 ,*,*,0 ,0 ,0 ,0 
전라남도,보성군,의료,여자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라남도,보성군,의료,여자,65-69세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라남도,보성군,의료,여자,70-74세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라남도,보성군,의료,여자,75-79세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,*
전라남도,보성군,의료,여자,80-84세,6 ,0 ,0 ,*,*,*,0 ,0 ,0 ,0 
전라남도,보성군,의료,여자,85세이상,24 ,*,*,7 ,9 ,*,0 ,*,0 ,0 
전라남도,보성군,감경,남자,65세미만,*,0 ,*,*,*,0 ,*,0 ,0 ,0 
전라남도,보성군,감경,남자,65-69세,15 ,*,*,*,5 ,*,*,*,0 ,0 
전라남도,보성군,감경,남자,70-74세,32 ,*,*,11 ,10 ,*,0 ,0 ,0 ,*
전라남도,보성군,감경,남자,75-79세,41 ,*,*,9 ,25 ,*,*,*,0 ,0 
전라남도,보성군,감경,남자,80-84세,74 ,*,10 ,16 ,31 ,10 ,*,*,0 ,0 
전라남도,보성군,감경,남자,85세이상,121 ,0 ,*,24 ,67 ,19 ,*,*,0 ,0 
전라남도,보성군,감경,여자,65세미만,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
전라남도,보성군,감경,여자,65-69세,13 ,*,*,*,5 ,*,0 ,0 ,0 ,0 
전라남도,보성군,감경,여자,70-74세,49 ,*,*,*,29 ,5 ,0 ,0 ,0 ,*
전라남도,보성군,감경,여자,75-79세,89 ,*,*,20 ,38 ,9 ,*,*,*,*
전라남도,보성군,감경,여자,80-84세,255 ,5 ,16 ,46 ,128 ,42 ,*,*,0 ,0 
전라남도,보성군,감경,여자,85세이상,564 ,19 ,41 ,109 ,297 ,70 ,*,*,*,0 
전라남도,화순군,일반,남자,65세미만,18 ,0 ,*,*,*,*,0 ,*,*,*
전라남도,화순군,일반,남자,65-69세,50 ,0 ,*,5 ,11 ,*,0 ,14 ,*,*
전라남도,화순군,일반,남자,70-74세,68 ,0 ,*,7 ,17 ,*,*,11 ,5 ,*
전라남도,화순군,일반,남자,75-79세,102 ,*,*,13 ,27 ,6 ,*,15 ,13 ,5 
전라남도,화순군,일반,남자,80-84세,130 ,*,*,14 ,38 ,19 ,6 ,7 ,7 ,*
전라남도,화순군,일반,남자,85세이상,134 ,*,7 ,23 ,49 ,7 ,*,10 ,6 ,*
전라남도,화순군,일반,여자,65세미만,15 ,0 ,*,0 ,*,*,0 ,*,*,*
전라남도,화순군,일반,여자,65-69세,52 ,*,*,6 ,5 ,*,*,11 ,5 ,*
전라남도,화순군,일반,여자,70-74세,119 ,0 ,*,11 ,19 ,*,0 ,33 ,14 ,6 
전라남도,화순군,일반,여자,75-79세,189 ,*,*,12 ,43 ,21 ,*,33 ,17 ,*
전라남도,화순군,일반,여자,80-84세,308 ,*,11 ,38 ,110 ,26 ,*,25 ,17 ,*
전라남도,화순군,일반,여자,85세이상,359 ,13 ,21 ,70 ,146 ,29 ,*,19 ,9 ,*
전라남도,화순군,기초,남자,65세미만,41 ,0 ,*,6 ,5 ,7 ,*,*,*,6 
전라남도,화순군,기초,남자,65-69세,40 ,*,*,8 ,11 ,*,*,*,5 ,*
전라남도,화순군,기초,남자,70-74세,33 ,*,0 ,*,12 ,*,*,*,*,*
전라남도,화순군,기초,남자,75-79세,23 ,*,0 ,*,11 ,*,*,0 ,*,*
전라남도,화순군,기초,남자,80-84세,21 ,0 ,*,*,8 ,*,*,*,*,0 
전라남도,화순군,기초,남자,85세이상,14 ,0 ,*,*,5 ,*,*,0 ,0 ,0 
전라남도,화순군,기초,여자,65세미만,28 ,0 ,*,5 ,*,0 ,*,*,*,*
전라남도,화순군,기초,여자,65-69세,23 ,0 ,*,0 ,8 ,*,0 ,*,*,*
전라남도,화순군,기초,여자,70-74세,35 ,*,*,*,10 ,8 ,*,*,*,*
전라남도,화순군,기초,여자,75-79세,60 ,0 ,8 ,10 ,26 ,*,*,*,*,*
전라남도,화순군,기초,여자,80-84세,68 ,0 ,6 ,14 ,21 ,10 ,*,*,*,*
전라남도,화순군,기초,여자,85세이상,117 ,*,11 ,25 ,53 ,15 ,*,0 ,*,*
전라남도,화순군,의료,남자,65세미만,*,0 ,0 ,*,0 ,0 ,0 ,*,0 ,0 
전라남도,화순군,의료,남자,65-69세,*,0 ,0 ,0 ,0 ,0 ,0 ,*,0 ,0 
전라남도,화순군,의료,남자,70-74세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라남도,화순군,의료,남자,75-79세,5 ,0 ,0 ,*,*,0 ,0 ,0 ,0 ,0 
전라남도,화순군,의료,남자,85세이상,*,0 ,0 ,*,0 ,*,0 ,0 ,0 ,0 
전라남도,화순군,의료,여자,65세미만,*,*,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라남도,화순군,의료,여자,65-69세,*,0 ,*,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라남도,화순군,의료,여자,70-74세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
전라남도,화순군,의료,여자,75-79세,*,0 ,0 ,0 ,0 ,0 ,0 ,*,0 ,0 
전라남도,화순군,의료,여자,80-84세,7 ,0 ,0 ,*,*,*,0 ,*,0 ,0 
전라남도,화순군,의료,여자,85세이상,21 ,*,*,*,8 ,*,*,*,0 ,0 
전라남도,화순군,감경,남자,65세미만,19 ,*,*,6 ,6 ,*,*,0 ,0 ,0 
전라남도,화순군,감경,남자,65-69세,31 ,*,*,6 ,14 ,*,*,*,*,0 
전라남도,화순군,감경,남자,70-74세,37 ,*,*,7 ,21 ,*,*,0 ,0 ,*
전라남도,화순군,감경,남자,75-79세,46 ,*,*,9 ,17 ,8 ,*,*,0 ,0 
전라남도,화순군,감경,남자,80-84세,94 ,*,7 ,20 ,43 ,13 ,*,0 ,*,0 
전라남도,화순군,감경,남자,85세이상,132 ,*,10 ,26 ,70 ,17 ,*,0 ,0 ,0 
전라남도,화순군,감경,여자,65세미만,10 ,*,0 ,*,*,*,*,0 ,0 ,0 
전라남도,화순군,감경,여자,65-69세,38 ,*,*,6 ,20 ,*,0 ,*,0 ,0 
전라남도,화순군,감경,여자,70-74세,72 ,*,*,13 ,39 ,*,*,*,0 ,*
전라남도,화순군,감경,여자,75-79세,129 ,*,*,28 ,61 ,14 ,*,0 ,*,0 
전라남도,화순군,감경,여자,80-84세,346 ,13 ,19 ,80 ,160 ,44 ,9 ,0 ,*,0 
전라남도,화순군,감경,여자,85세이상,622 ,12 ,43 ,181 ,317 ,42 ,9 ,*,*,0 
전라남도,장흥군,일반,남자,65세미만,6 ,0 ,0 ,*,0 ,0 ,0 ,*,0 ,*
전라남도,장흥군,일반,남자,65-69세,24 ,*,0 ,0 ,*,*,*,9 ,6 ,*
전라남도,장흥군,일반,남자,70-74세,41 ,*,*,*,8 ,*,*,5 ,6 ,*
전라남도,장흥군,일반,남자,75-79세,56 ,0 ,*,7 ,21 ,*,*,*,5 ,*
전라남도,장흥군,일반,남자,80-84세,81 ,0 ,5 ,8 ,21 ,9 ,*,9 ,8 ,*
전라남도,장흥군,일반,남자,85세이상,103 ,*,*,18 ,50 ,8 ,*,*,*,*
전라남도,장흥군,일반,여자,65세미만,9 ,0 ,0 ,*,*,0 ,0 ,5 ,*,0 
전라남도,장흥군,일반,여자,65-69세,39 ,*,0 ,*,8 ,*,*,7 ,7 ,*
전라남도,장흥군,일반,여자,70-74세,58 ,*,*,*,12 ,*,*,10 ,13 ,*
전라남도,장흥군,일반,여자,75-79세,131 ,*,*,10 ,32 ,9 ,*,17 ,20 ,*
전라남도,장흥군,일반,여자,80-84세,215 ,5 ,8 ,21 ,69 ,18 ,*,15 ,10 ,9 
전라남도,장흥군,일반,여자,85세이상,270 ,6 ,5 ,66 ,125 ,21 ,*,8 ,6 ,*
전라남도,장흥군,기초,남자,65세미만,27 ,0 ,*,*,11 ,*,0 ,*,*,5 
전라남도,장흥군,기초,남자,65-69세,32 ,0 ,0 ,*,15 ,*,0 ,5 ,*,*
전라남도,장흥군,기초,남자,70-74세,35 ,0 ,0 ,*,15 ,5 ,0 ,*,5 ,*
전라남도,장흥군,기초,남자,75-79세,27 ,0 ,0 ,5 ,14 ,*,*,*,*,*
전라남도,장흥군,기초,남자,80-84세,20 ,0 ,*,*,8 ,*,0 ,*,0 ,0 
전라남도,장흥군,기초,남자,85세이상,8 ,0 ,*,*,6 ,0 ,0 ,0 ,0 ,0 
전라남도,장흥군,기초,여자,65세미만,7 ,0 ,0 ,*,*,*,*,0 ,0 ,*
전라남도,장흥군,기초,여자,65-69세,29 ,0 ,0 ,*,6 ,5 ,0 ,5 ,5 ,*
전라남도,장흥군,기초,여자,70-74세,34 ,*,*,*,17 ,*,*,*,*,0 
전라남도,장흥군,기초,여자,75-79세,26 ,0 ,*,*,13 ,*,0 ,0 ,*,*
전라남도,장흥군,기초,여자,80-84세,68 ,*,*,16 ,34 ,7 ,0 ,*,0 ,0 
전라남도,장흥군,기초,여자,85세이상,96 ,*,8 ,17 ,51 ,11 ,*,*,0 ,0 
전라남도,장흥군,의료,남자,65-69세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
전라남도,장흥군,의료,남자,70-74세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라남도,장흥군,의료,남자,75-79세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
전라남도,장흥군,의료,남자,80-84세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라남도,장흥군,의료,남자,85세이상,*,0 ,0 ,*,*,0 ,0 ,0 ,0 ,0 
전라남도,장흥군,의료,여자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라남도,장흥군,의료,여자,65-69세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
전라남도,장흥군,의료,여자,70-74세,*,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라남도,장흥군,의료,여자,75-79세,*,0 ,0 ,0 ,*,0 ,0 ,*,*,0 
전라남도,장흥군,의료,여자,80-84세,10 ,0 ,0 ,*,*,*,0 ,0 ,0 ,0 
전라남도,장흥군,의료,여자,85세이상,22 ,0 ,0 ,*,18 ,0 ,0 ,0 ,0 ,0 
전라남도,장흥군,감경,남자,65세미만,7 ,0 ,0 ,*,6 ,0 ,0 ,0 ,0 ,0 
전라남도,장흥군,감경,남자,65-69세,18 ,0 ,*,5 ,8 ,*,0 ,0 ,0 ,*
전라남도,장흥군,감경,남자,70-74세,40 ,*,*,*,25 ,5 ,*,0 ,0 ,0 
전라남도,장흥군,감경,남자,75-79세,61 ,0 ,*,14 ,32 ,9 ,*,0 ,*,0 
전라남도,장흥군,감경,남자,80-84세,79 ,0 ,9 ,14 ,36 ,14 ,*,0 ,0 ,0 
전라남도,장흥군,감경,남자,85세이상,134 ,*,9 ,32 ,75 ,14 ,*,0 ,0 ,0 
전라남도,장흥군,감경,여자,65세미만,*,0 ,0 ,0 ,*,*,0 ,0 ,0 ,0 
전라남도,장흥군,감경,여자,65-69세,21 ,0 ,*,*,9 ,*,0 ,*,0 ,0 
전라남도,장흥군,감경,여자,70-74세,42 ,0 ,*,10 ,22 ,6 ,*,0 ,*,0 
전라남도,장흥군,감경,여자,75-79세,136 ,6 ,5 ,20 ,78 ,13 ,*,*,0 ,0 
전라남도,장흥군,감경,여자,80-84세,326 ,*,21 ,61 ,184 ,28 ,*,*,*,*
전라남도,장흥군,감경,여자,85세이상,599 ,12 ,38 ,145 ,355 ,29 ,*,0 ,0 ,0 
전라남도,강진군,일반,남자,65세미만,6 ,0 ,0 ,*,*,0 ,0 ,*,*,0 
전라남도,강진군,일반,남자,65-69세,22 ,0 ,0 ,*,6 ,0 ,0 ,*,*,0 
전라남도,강진군,일반,남자,70-74세,34 ,*,0 ,6 ,5 ,5 ,0 ,6 ,*,*
전라남도,강진군,일반,남자,75-79세,59 ,0 ,*,5 ,20 ,7 ,0 ,8 ,7 ,*
전라남도,강진군,일반,남자,80-84세,72 ,0 ,*,12 ,18 ,10 ,*,*,8 ,*
전라남도,강진군,일반,남자,85세이상,82 ,*,*,9 ,24 ,15 ,*,*,5 ,*
전라남도,강진군,일반,여자,65세미만,*,0 ,0 ,0 ,*,*,0 ,*,0 ,0 
전라남도,강진군,일반,여자,65-69세,39 ,*,0 ,*,5 ,*,0 ,*,*,*
전라남도,강진군,일반,여자,70-74세,53 ,0 ,*,6 ,7 ,*,0 ,11 ,11 ,*
전라남도,강진군,일반,여자,75-79세,107 ,0 ,*,13 ,30 ,13 ,*,8 ,14 ,7 
전라남도,강진군,일반,여자,80-84세,223 ,0 ,*,20 ,72 ,37 ,0 ,21 ,23 ,5 
전라남도,강진군,일반,여자,85세이상,223 ,*,6 ,42 ,74 ,46 ,*,10 ,10 ,*
전라남도,강진군,기초,남자,65세미만,16 ,0 ,0 ,*,*,*,0 ,6 ,*,*
전라남도,강진군,기초,남자,65-69세,29 ,0 ,0 ,0 ,6 ,7 ,*,*,*,*
전라남도,강진군,기초,남자,70-74세,20 ,*,0 ,*,5 ,*,0 ,*,*,0 
전라남도,강진군,기초,남자,75-79세,23 ,0 ,0 ,6 ,7 ,*,0 ,0 ,*,0 
전라남도,강진군,기초,남자,80-84세,16 ,0 ,*,*,6 ,7 ,*,0 ,0 ,0 
전라남도,강진군,기초,남자,85세이상,11 ,0 ,*,*,5 ,*,0 ,0 ,*,0 
전라남도,강진군,기초,여자,65세미만,14 ,*,*,*,*,*,*,*,*,*
전라남도,강진군,기초,여자,65-69세,18 ,0 ,0 ,*,*,*,*,*,*,*
전라남도,강진군,기초,여자,70-74세,25 ,0 ,*,5 ,9 ,*,0 ,*,*,*
전라남도,강진군,기초,여자,75-79세,33 ,0 ,*,*,15 ,8 ,0 ,*,*,0 
전라남도,강진군,기초,여자,80-84세,51 ,*,*,7 ,23 ,5 ,*,5 ,*,*
전라남도,강진군,기초,여자,85세이상,86 ,0 ,6 ,8 ,46 ,17 ,*,0 ,*,0 
전라남도,강진군,의료,남자,70-74세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라남도,강진군,의료,남자,75-79세,*,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라남도,강진군,의료,남자,80-84세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라남도,강진군,의료,남자,85세이상,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
전라남도,강진군,의료,여자,65-69세,*,0 ,0 ,0 ,0 ,0 ,0 ,*,0 ,0 
전라남도,강진군,의료,여자,70-74세,*,0 ,0 ,0 ,*,0 ,0 ,0 ,0 ,0 
전라남도,강진군,의료,여자,75-79세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라남도,강진군,의료,여자,80-84세,*,0 ,0 ,0 ,0 ,*,0 ,0 ,0 ,0 
전라남도,강진군,의료,여자,85세이상,19 ,0 ,*,*,8 ,*,0 ,0 ,0 ,0 
전라남도,강진군,감경,남자,65세미만,6 ,0 ,*,*,*,*,*,0 ,0 ,0 
전라남도,강진군,감경,남자,65-69세,12 ,0 ,0 ,*,5 ,*,0 ,*,0 ,0 
전라남도,강진군,감경,남자,70-74세,27 ,0 ,*,8 ,8 ,5 ,0 ,*,0 ,0 
전라남도,강진군,감경,남자,75-79세,38 ,*,*,8 ,15 ,8 ,*,0 ,0 ,0 
전라남도,강진군,감경,남자,80-84세,83 ,*,*,14 ,31 ,25 ,*,0 ,0 ,0 
전라남도,강진군,감경,남자,85세이상,114 ,0 ,*,21 ,58 ,28 ,*,0 ,0 ,0 
전라남도,강진군,감경,여자,65세미만,8 ,0 ,*,*,*,*,0 ,0 ,0 ,0 
전라남도,강진군,감경,여자,65-69세,20 ,*,*,*,9 ,*,0 ,0 ,0 ,0 
전라남도,강진군,감경,여자,70-74세,34 ,0 ,*,8 ,14 ,*,*,0 ,*,0 
전라남도,강진군,감경,여자,75-79세,108 ,0 ,*,12 ,43 ,34 ,5 ,0 ,*,0 
전라남도,강진군,감경,여자,80-84세,267 ,*,9 ,42 ,124 ,71 ,7 ,*,*,*
전라남도,강진군,감경,여자,85세이상,527 ,8 ,29 ,120 ,252 ,98 ,*,*,*,0 
전라남도,해남군,일반,남자,65세미만,13 ,0 ,0 ,0 ,*,0 ,0 ,6 ,*,*
전라남도,해남군,일반,남자,65-69세,41 ,0 ,0 ,5 ,*,*,*,8 ,*,7 
전라남도,해남군,일반,남자,70-74세,79 ,*,0 ,9 ,18 ,*,*,8 ,8 ,*
전라남도,해남군,일반,남자,75-79세,122 ,0 ,*,11 ,30 ,8 ,*,8 ,16 ,10 
전라남도,해남군,일반,남자,80-84세,116 ,*,*,14 ,28 ,11 ,5 ,16 ,11 ,*
전라남도,해남군,일반,남자,85세이상,134 ,*,*,26 ,38 ,21 ,*,8 ,12 ,0 
전라남도,해남군,일반,여자,65세미만,13 ,0 ,0 ,*,*,0 ,0 ,5 ,0 ,*
전라남도,해남군,일반,여자,65-69세,47 ,0 ,*,*,5 ,*,0 ,8 ,8 ,0 
전라남도,해남군,일반,여자,70-74세,128 ,*,*,9 ,25 ,9 ,0 ,17 ,16 ,5 
전라남도,해남군,일반,여자,75-79세,217 ,*,*,9 ,48 ,29 ,*,35 ,23 ,9 
전라남도,해남군,일반,여자,80-84세,347 ,5 ,7 ,25 ,95 ,44 ,10 ,46 ,29 ,14 
전라남도,해남군,일반,여자,85세이상,344 ,*,12 ,60 ,113 ,33 ,9 ,37 ,8 ,*
전라남도,해남군,기초,남자,65세미만,39 ,0 ,*,*,9 ,*,*,9 ,*,*
전라남도,해남군,기초,남자,65-69세,52 ,*,*,*,17 ,8 ,*,5 ,*,*
전라남도,해남군,기초,남자,70-74세,34 ,0 ,*,5 ,14 ,*,0 ,0 ,*,*
전라남도,해남군,기초,남자,75-79세,46 ,*,*,6 ,23 ,*,*,*,*,0 
전라남도,해남군,기초,남자,80-84세,19 ,0 ,0 ,*,10 ,*,*,0 ,*,*
전라남도,해남군,기초,남자,85세이상,17 ,0 ,*,*,8 ,*,0 ,0 ,0 ,0 
전라남도,해남군,기초,여자,65세미만,25 ,*,*,5 ,5 ,*,*,5 ,*,*
전라남도,해남군,기초,여자,65-69세,31 ,*,*,*,9 ,*,0 ,*,*,*
전라남도,해남군,기초,여자,70-74세,38 ,0 ,0 ,*,18 ,8 ,0 ,*,*,*
전라남도,해남군,기초,여자,75-79세,50 ,0 ,*,5 ,16 ,13 ,*,*,*,*
전라남도,해남군,기초,여자,80-84세,75 ,*,*,11 ,33 ,15 ,*,*,*,0 
전라남도,해남군,기초,여자,85세이상,102 ,*,8 ,24 ,38 ,15 ,*,6 ,*,*
전라남도,해남군,의료,남자,65세미만,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
전라남도,해남군,의료,남자,65-69세,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
